LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
3803327701,05/01/2020,507,PPP,"NHZ &AMP; ASSOCIATES, LTD.",1528 W FULLERTON AVE,CHICAGO,IL,60614,08/20/2021,Paid in Full,24,100,165415.0,165415.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,CHICAGO,COOK,IL,60614-0001,IL-05,110.0,541810.0,Unanswered,Unknown/NotStated,4500.0,148871.0,,6400.0,,5644.0,,Subchapter S Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Unanswered,,167369.29,07/12/2021
4565557807,05/28/2020,942,PPP,"FIVE-REESE, INC.",402 N 11th Ave,Hanford,CA,93230-4490,,Exemption 4,24,100,475000.0,475000.0,0.0,Sizzler,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,N,Existing or more than 2 years old,Hanford,KINGS,CA,93230-4490,CA-21,130.0,722511.0,Unanswered,Unknown/NotStated,,475000.0,,,,,,Subchapter S Corporation,509316,"Harvest Small Business Finance, LLC",Laguna Hills,CA,Unanswered,Unanswered,,376743.49,01/31/2022
7343188405,02/11/2021,768,PPS,METRO HEART GROUP STL INC,2977 HIGHWAY K-BOX 313,O'FALLON,MO,63368,12/24/2021,Paid in Full,60,100,307865.0,307865.0,0.0,,40891,"UMB Bank, National Association",1010 Grand Blvd,KANSAS CITY,MO,64106-2225,U,N,N,Existing or more than 2 years old,O'FALLON,SAINT CHARLES,MO,63368,MO-02,14.0,621111.0,Unanswered,Unknown/NotStated,,307865.0,,,,,,Corporation,40891,"UMB Bank, National Association",KANSAS CITY,MO,Unanswered,Unanswered,,309960.19,10/25/2021
9260167102,04/15/2020,942,PPP,"HORN PHOTO, INC",7899 N BLACKSTONE AVE,FRESNO,CA,93720-4307,02/23/2021,Paid in Full,24,100,175145.0,175145.0,0.0,,437389,Fresno First Bank,7690 N Palm Ave,FRESNO,CA,93711-5772,U,Y,Y,Existing or more than 2 years old,FRESNO,FRESNO,CA,93720-4307,CA-22,26.0,443142.0,White,Not Hispanic or Latino,,175145.0,,,,,,Corporation,437389,Fresno First Bank,FRESNO,CA,Male Owned,Non-Veteran,,176414.8,01/14/2021
6025438506,03/02/2021,405,PPS,AIR MECHANICAL INC,5140 Carson Ct,Buford,GA,30518-5848,11/27/2021,Paid in Full,60,100,233392.5,233392.5,0.0,,19159,Peoples Bank & Trust,1899 Buford Hwy,BUFORD,GA,30518-6091,U,N,N,Existing or more than 2 years old,Buford,HALL,GA,30518-5848,GA-07,12.0,238220.0,Unanswered,Unknown/NotStated,1.0,233390.5,,,,,,Subchapter S Corporation,19159,Peoples Bank & Trust,BUFORD,GA,Female Owned,Unanswered,,235058.66,11/16/2021
4996987003,04/04/2020,491,PPP,LYNN HAVEN UNITED METHODIST CHURCH INC,3203 MINNESOTA AVE,PANAMA CITY,FL,32405-5028,01/12/2021,Paid in Full,24,100,155300.0,155300.0,0.0,,88793,First Federal Bank,4705 W US Hwy 90,LAKE CITY,FL,32055-4884,U,N,N,Existing or more than 2 years old,PANAMA CITY,BAY,FL,32405-5028,FL-02,29.0,813110.0,Unanswered,Unknown/NotStated,,155300.0,,,,,,Non-Profit Organization,88793,First Federal Bank,LAKE CITY,FL,Unanswered,Unanswered,Y,156339.65,12/16/2020
5435697004,04/05/2020,811,PPP,RIO GRANDE INN INC.,39 Calle Miller,LA JARA,CO,81140-0001,05/06/2021,Paid in Full,24,100,456100.0,456100.0,0.0,,15438,Bank of Colorado,1609 E Harmony Rd,FORT COLLINS,CO,80525-3238,R,Y,N,Existing or more than 2 years old,LA JARA,CONEJOS,CO,81140-0001,CO-03,67.0,721191.0,Unanswered,Unknown/NotStated,21392.0,413208.0,21500.0,,,,,Subchapter S Corporation,15438,Bank of Colorado,FORT COLLINS,CO,Unanswered,Unanswered,,460369.6,03/18/2021
6546717005,04/07/2020,709,PPP,"ROCKWELL SECURITY, LLC",11201 W 59th Terrace,SHAWNEE,KS,66203,04/20/2021,Paid in Full,24,100,632100.0,810400.0,0.0,,40274,Hawthorn Bank,132 E High St,JEFFERSON CITY,MO,65101-2960,U,N,Y,Existing or more than 2 years old,SHAWNEE,JOHNSON,KS,66203-0001,KS-03,126.0,561612.0,White,Not Hispanic or Latino,81040.0,648320.0,81040.0,,,,,Limited  Liability Company(LLC),40274,Hawthorn Bank,JEFFERSON CITY,MO,Male Owned,Non-Veteran,,818233.87,03/31/2021
2189987106,04/10/2020,358,PPP,"SOFTGENETICS, LLC",100 OAKWOOD AVE Suite 350,STATE COLLEGE,PA,16803-1607,02/23/2021,Paid in Full,24,100,259837.0,259837.0,0.0,,59769,Kish Bank,"4255 E Main St, Rte 655",BELLEVILLE,PA,17004,R,Y,Y,Existing or more than 2 years old,STATE COLLEGE,CENTRE,PA,16803-1607,PA-15,15.0,541714.0,Unanswered,Unknown/NotStated,,259837.0,,,,,,Limited  Liability Company(LLC),59769,Kish Bank,BELLEVILLE,PA,Unanswered,Unanswered,,261872.98,01/27/2021
4761677206,04/27/2020,761,PPP,JRT FOCUS FARMS LTD,2595 180th ST,ROCK RAPIDS,IA,51246-0110,12/08/2020,Paid in Full,24,100,192600.0,192600.0,0.0,,119171,Frontier Bank,101 S Phillips Ave,SIOUX FALLS,SD,57104-6735,R,N,N,Existing or more than 2 years old,ROCK RAPIDS,LYON,IA,51246-0110,IA-04,17.0,112210.0,Unanswered,Not Hispanic or Latino,,190600.0,,2000.0,,,,Corporation,119171,Frontier Bank,SIOUX FALLS,SD,Male Owned,Unanswered,,193555.08,11/05/2020
2673808303,01/21/2021,455,PPS,PORTVIEW INN & SUITES LLC,9009 Astronaut Blvd,Cape Canaveral,FL,32920-4602,01/08/2022,Paid in Full,60,100,275660.0,275660.0,0.0,,99625,Members Cooperative CU,4628 Mike Colalillo Dr,DULUTH,MN,55807-2732,U,N,N,Existing or more than 2 years old,Cape Canaveral,BREVARD,FL,32920-4602,FL-08,21.0,721110.0,Unanswered,Unknown/NotStated,1.0,275655.0,,,,,,Limited  Liability Company(LLC),99625,Members Cooperative CU,DULUTH,MN,Unanswered,Unanswered,,278148.6,12/14/2021
1432518500,02/18/2021,202,PPS,CLAY DRYWALL INC,333 Ten Eyck St,Brooklyn,NY,11206-1724,05/19/2022,Paid in Full,60,100,226598.0,226598.0,0.0,,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,N,Existing or more than 2 years old,Brooklyn,KINGS,NY,11206-1724,NY-07,29.0,236220.0,Unanswered,Unknown/NotStated,1.0,226595.0,,,,,,Corporation,529192,Benworth Capital,Miami,FL,Unanswered,Unanswered,,229118.51,04/15/2022
8659057003,04/08/2020,883,PPP,ELITE HARDSCAPES,143 S 1320 E,LINDON,UT,84042-2179,05/07/2021,Paid in Full,24,100,200800.0,200800.0,0.0,,117447,Rock Canyon Bank,215 W 2230 N,PROVO,UT,84604-1508,U,N,N,Existing or more than 2 years old,LINDON,UTAH,UT,84042-2179,UT-03,18.0,561730.0,Unanswered,Unknown/NotStated,,200800.0,,,,,,Limited  Liability Company(LLC),117447,Rock Canyon Bank,PROVO,UT,Unanswered,Unanswered,,191987.2,11/27/2020
1464417307,04/28/2020,515,PPP,LANDFILL MANAGEMENT CO.,5300 E Ml Ave,Kalamazoo,MI,49048,02/10/2021,Paid in Full,24,100,323300.0,323300.0,0.0,,57811,First Financial Bank,255 E Fifth St Ste 700,CINCINNATI,OH,45202-4700,U,N,N,Existing or more than 2 years old,Kalamazoo,KALAMAZOO,MI,49048-0100,MI-06,21.0,562212.0,Unanswered,Unknown/NotStated,,323300.0,,,,,,Corporation,57811,First Financial Bank,CINCINNATI,OH,Unanswered,Unanswered,,325629.53,01/25/2021
9655867301,05/02/2020,682,PPP,COLUMBUS ELECTRIC COOPERATIVE INC,900 N. GOLD AVE,DEMING,NM,88030,10/20/2021,Paid in Full,24,100,316809.0,316809.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,R,Y,Y,Existing or more than 2 years old,DEMING,LUNA,NM,88030-0400,NM-02,23.0,221122.0,Unanswered,Unknown/NotStated,,316809.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,321105.45,09/15/2021
3941657704,05/01/2020,920,PPP,RUSNAK CORPORATION,25072 REDLANDS BLVD.,LOMA LINDA,CA,92354,,Exemption 4,24,100,502973.0,502973.0,0.0,,12096,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,Y,Y,Existing or more than 2 years old,LOMA LINDA,SAN BERNARDINO,CA,92354-0001,CA-31,35.0,237210.0,Unanswered,Unknown/NotStated,,502973.0,,,,,,Corporation,12096,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Unanswered,Unanswered,,,
5915327008,04/06/2020,303,PPP,"SMG08, LLC",201 N LEHIGH AVE,SAYRE,PA,18840-2246,07/20/2021,Paid in Full,24,100,389225.0,389225.0,0.0,,59769,Kish Bank,"4255 E Main St, Rte 655",BELLEVILLE,PA,17004,R,N,N,Existing or more than 2 years old,SAYRE,BRADFORD,PA,18840-2246,PA-12,50.0,999990.0,Unanswered,Unknown/NotStated,,389225.0,,,,,,Limited  Liability Company(LLC),59769,Kish Bank,BELLEVILLE,PA,Male Owned,Unanswered,,393767.74,06/16/2021
2411567100,04/10/2020,1086,PPP,THE SAUNDERS CO INC,701 E 3rd Street,Newberg,OR,97132,12/08/2020,Paid in Full,24,100,682500.0,682500.0,0.0,,426410,Pacific West Bank,2040 8th Ave,WEST LINN,OR,97068-4612,U,N,Y,Existing or more than 2 years old,Newberg,YAMHILL,OR,97132-0001,OR-01,46.0,237310.0,Unanswered,Unknown/NotStated,,682500.0,,,,,,Corporation,426410,Pacific West Bank,WEST LINN,OR,Female Owned,Unanswered,,676240.21,11/03/2020
4450607003,04/03/2020,761,PPP,"WILLIAM KIMBERLEY DEVELOPMENT, CORPORATION","2785 N ANKENY BLVD, STE 22",ANKENY,IA,50023-4705,12/19/2020,Paid in Full,24,100,262800.0,262800.0,0.0,,25211,Farmers & Merchants Savings Bank,101 E Main St,MANCHESTER,IA,52057-1736,U,N,N,Existing or more than 2 years old,ANKENY,POLK,IA,50023-4705,IA-03,20.0,237210.0,White,Not Hispanic or Latino,,262800.0,,,,,,Corporation,25211,Farmers & Merchants Savings Bank,MANCHESTER,IA,Male Owned,Unanswered,,264406.0,11/20/2020
6038667007,04/06/2020,303,PPP,"AFFORDABLE EXCAVATING AND HAULING, INC.",6801 Rice Road,SHIPPENSBURG,PA,17257-9386,08/17/2021,Paid in Full,24,100,194374.22,194374.22,0.0,,59936,Farmers and Merchants Trust Company of Chambersburg,20 S Main St,CHAMBERSBURG,PA,17201-2202,R,N,N,Existing or more than 2 years old,SHIPPENSBURG,FRANKLIN,PA,17257-9386,PA-13,19.0,238910.0,Unanswered,Unknown/NotStated,38874.82,155499.4,,,,,,Limited  Liability Company(LLC),59936,Farmers and Merchants Trust Company of Chambersburg,CHAMBERSBURG,PA,Unanswered,Unanswered,,196868.69,07/22/2021
4852807105,04/13/2020,1086,PPP,"ENERGY ELECTRIC, LLC",27118 NE 10th Ave,RIDGEFIELD,WA,98642-5200,06/24/2021,Paid in Full,24,100,253700.0,253700.0,0.0,,56102,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114-1217,U,N,N,Existing or more than 2 years old,RIDGEFIELD,CLARK,WA,98642-5200,WA-03,18.0,238210.0,Unanswered,Not Hispanic or Latino,,253700.0,,,,,,Limited  Liability Company(LLC),56102,KeyBank National Association,CLEVELAND,OH,Male Owned,Non-Veteran,,256487.22,05/27/2021
6054547202,04/27/2020,508,PPP,SCHWAB-VOLLHABER-LUBRATT SERVICE CORP,2920 Centre Pointe Drive,SAINT PAUL,MN,55113,01/22/2021,Paid in Full,24,100,882675.0,882675.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Unanswered,SAINT PAUL,RAMSEY,MN,55113-0001,MN-04,37.0,811310.0,Unanswered,Unknown/NotStated,,882675.0,,,,,,Subchapter S Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Unanswered,Unanswered,,887995.57,12/09/2020
4158368601,03/18/2021,299,PPS,HARBOUR TECHNICAL SERVICES INC.,703 1st Street,Hoboken,NJ,07030,05/12/2022,Paid in Full,60,100,178900.0,178900.0,0.0,,317954,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042,U,N,N,Existing or more than 2 years old,Hoboken,HUDSON,NJ,07030,NJ-08,10.0,238220.0,White,Not Hispanic or Latino,,178900.0,,,,,,Subchapter S Corporation,317954,"Newtek Small Business Finance, Inc.",LAKE SUCCESS,NY,Male Owned,Non-Veteran,,180306.35,04/05/2022
7095527110,04/14/2020,508,PPP,SOUTHDALE DENTAL CENTER PA,7373 FRANCE AVE,MINNEAPOLIS,MN,55435-4334,04/16/2021,Paid in Full,24,100,493300.0,493300.0,0.0,,358512,Gateway Bank,745 Market St,MENDOTA HEIGHTS,MN,55118-1164,U,N,N,Existing or more than 2 years old,MINNEAPOLIS,HENNEPIN,MN,55435-4334,MN-03,35.0,621210.0,Unanswered,Unknown/NotStated,,493300.0,,,,,,Corporation,358512,Gateway Bank,MENDOTA HEIGHTS,MN,Unanswered,Unanswered,,486491.1,12/22/2020
6887887204,04/28/2020,202,PPP,EASTERN STEEL CORP,1946 PITKIN AVENUE,BROOKLYN,NY,11207,09/25/2021,Paid in Full,24,100,542493.0,542493.0,0.0,,224478,Signature Bank,"565 5th Ave, 12th Fl",NEW YORK CITY,NY,10017-2496,U,Y,Y,Existing or more than 2 years old,BROOKLYN,KINGS,NY,11207-0001,NY-08,34.0,423510.0,Unanswered,Unknown/NotStated,,532493.0,,,10000.0,,,Corporation,224478,Signature Bank,NEW YORK CITY,NY,Unanswered,Unanswered,,549374.49,08/12/2021
4306628403,02/06/2021,464,PPS,RED WING LLC,98 Ronnie Boals Blvd,Mt Pleasant,SC,29464-4367,03/17/2022,Paid in Full,60,100,457305.8,457305.8,0.0,,19248,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901-2429,U,N,N,Existing or more than 2 years old,Mt Pleasant,CHARLESTON,SC,29464-4367,SC-01,75.0,722511.0,Unanswered,Unknown/NotStated,1.0,457303.8,,,,,,Limited  Liability Company(LLC),19248,Synovus Bank,COLUMBUS,GA,Unanswered,Unanswered,,462141.97,03/02/2022
2327237103,04/10/2020,515,PPP,"AL DEEBY DODGE CLARKSTON, INC.",8700 Dixie Highway,CLARKSTON,MI,48348-4237,01/14/2021,Paid in Full,24,100,673271.62,673271.62,0.0,Chrysler - Sales and Service Agreement,426652,Ally Bank,200 W Civic Center Dr,SANDY,UT,84070-4207,U,N,N,Existing or more than 2 years old,CLARKSTON,OAKLAND,MI,48348-4237,MI-08,50.0,441110.0,White,Not Hispanic or Latino,,673271.62,,,,,,Subchapter S Corporation,426652,Ally Bank,SANDY,UT,Male Owned,Non-Veteran,,677610.48,12/09/2020
3829537104,04/12/2020,920,PPP,BUCKEYE RECOVERY NETWORK LLC,19322 BEACH BLVD,HUNTINGTON BEACH,CA,92648-2502,08/21/2021,Paid in Full,24,100,313500.0,313500.0,0.0,,378915,United Business Bank,"500 Ygnacio Valley Rd, Ste 200",WALNUT CREEK,CA,94596-3845,U,N,N,Existing or more than 2 years old,HUNTINGTON BEACH,ORANGE,CA,92648-2502,CA-48,24.0,623220.0,Unanswered,Unknown/NotStated,,313500.0,,,,,,Limited Liability Partnership,378915,United Business Bank,WALNUT CREEK,CA,Unanswered,Unanswered,,317253.41,07/06/2021
8915007304,05/01/2020,549,PPP,"ZUGA MEDICAL, INC.",300 Park Place Suite A,Chagrin Falls,OH,44022,07/22/2021,Paid in Full,24,100,153900.0,153900.0,0.0,,434162,"Citizens Bank, National Association",1 Citizens Plaza,PROVIDENCE,RI,02903-1344,U,N,N,Existing or more than 2 years old,Chagrin Falls,CUYAHOGA,OH,44022-0001,OH-14,5.0,339112.0,Unanswered,Unknown/NotStated,,153900.0,,,,,,Corporation,434162,"Citizens Bank, National Association",PROVIDENCE,RI,Unanswered,Unanswered,,155535.98,06/11/2021
4398438510,02/25/2021,768,PPS,URSHAN GRADUATE SCHOOL OF THEOLOGY,1151 Century Tel Dr,Wentzville,MO,63385-1955,01/15/2022,Paid in Full,60,100,456096.61,456096.61,0.0,,112668,Commercial Bank,2330 W Port Plaza Dr,MARYLAND HEIGHTS,MO,63146-3202,U,N,N,Existing or more than 2 years old,Wentzville,SAINT CHARLES,MO,63385-1955,MO-03,54.0,611310.0,Unanswered,Unknown/NotStated,1.0,456094.61,,,,,,Non-Profit Organization,112668,Commercial Bank,MARYLAND HEIGHTS,MO,Unanswered,Unanswered,Y,459520.46,12/06/2021
3019957208,04/16/2020,101,PPP,"CONCORD'S COLONIAL INN ONE, LLC",48 MONUMENT SQ,CONCORD,MA,01742-1899,04/06/2021,Paid in Full,24,100,627375.0,627375.0,0.0,,98638,Workers FCU,119 Russell St,LITTLETON,MA,01450,U,N,N,New Business or 2 years or less,CONCORD,MIDDLESEX,MA,01742-1899,MA-03,90.0,722511.0,White,Not Hispanic or Latino,,627375.0,,,,,,Limited  Liability Company(LLC),98638,Workers FCU,LITTLETON,MA,Unanswered,Unanswered,,632720.58,03/02/2021
8700707207,04/28/2020,811,PPP,OCEDON RESTAURANT MANAGEMENT LLC,"9635 Maroon Circle, Suite 300",Englewood,CO,80112,04/21/2021,Paid in Full,60,100,1189600.0,1189600.0,0.0,Burger King,72601,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,Englewood,ARAPAHOE,CO,80112-1000,CO-06,253.0,722513.0,Unanswered,Hispanic or Latino,,1189600.0,,,,,,Limited  Liability Company(LLC),72601,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,1200844.16,04/12/2021
6696798303,01/27/2021,912,PPS,DRAIN DOCTOR INC.,480 Aldo Ave,Santa Clara,CA,95054-2304,01/13/2022,Paid in Full,60,100,301433.08,301433.08,0.0,,434588,Open Bank,"1000 Wilshire Blvd, Ste 500",LOS ANGELES,CA,90017-2462,U,N,N,Existing or more than 2 years old,Santa Clara,SANTA CLARA,CA,95054-2304,CA-17,19.0,238220.0,Asian,Not Hispanic or Latino,1.0,301428.08,,,,,,Corporation,434588,Open Bank,LOS ANGELES,CA,Male Owned,Non-Veteran,,304017.97,12/07/2021
7660528306,01/28/2021,304,PPS,DRAGAS HOMES INC,2248 Sunstates Ct Ste 101,Virginia Beach,VA,23451-1553,11/24/2021,Paid in Full,60,100,290840.0,290840.0,0.0,,50882,Southern Bank and Trust Company,100 N Center St,MOUNT OLIVE,NC,28365-1701,U,N,N,Existing or more than 2 years old,Virginia Beach,VIRGINIA BEACH CITY,VA,23451-1553,VA-02,234.0,236115.0,White,Not Hispanic or Latino,,290840.0,,,,,,Subchapter S Corporation,50882,Southern Bank and Trust Company,MOUNT OLIVE,NC,Male Owned,Non-Veteran,,292932.43,10/26/2021
5534367005,04/05/2020,593,PPP,BLANCHARD VALLEY MEDICAL ASSOCIATES INC.,200 W. Pearl St.,FINDLAY,OH,45840-1332,12/11/2020,Paid in Full,24,100,1557920.0,1557920.0,0.0,,53296,The Citizens National Bank of Bluffton,102 S Main St,BLUFFTON,OH,45817-1250,R,N,N,Existing or more than 2 years old,FINDLAY,HANCOCK,OH,45840-1332,OH-05,126.0,621111.0,Unanswered,Unknown/NotStated,,1557920.0,,,,,,Corporation,53296,The Citizens National Bank of Bluffton,BLUFFTON,OH,Unanswered,Unanswered,,1566618.39,11/03/2020
5121687009,04/05/2020,507,PPP,DELTA-THERM CORPORATION,6711 SANDS RD,CRYSTAL LAKE,IL,60014-6532,01/07/2021,Paid in Full,24,100,235400.0,235400.0,0.0,,124396,American Community Bank & Trust,1290 Lake Ave,WOODSTOCK,IL,60098-7415,U,N,N,Existing or more than 2 years old,CRYSTAL LAKE,MCHENRY,IL,60014-6532,IL-06,18.0,423730.0,Unanswered,Unknown/NotStated,,235400.0,,,,,,Corporation,124396,American Community Bank & Trust,WOODSTOCK,IL,Unanswered,Unanswered,,236832.02,11/23/2020
4739477209,04/27/2020,610,PPP,BEHAVIOR AND LANGUAGE TREATMENT CENTER,14864 COUNTY ROAD 433,TYLER,TX,75706-3206,02/04/2021,Paid in Full,24,100,171255.0,171255.0,0.0,,72026,Southside Bank,1201 S Beckham Ave,TYLER,TX,75701-3320,R,N,N,Existing or more than 2 years old,TYLER,SMITH,TX,75706-3206,TX-01,47.0,541720.0,Unanswered,Unknown/NotStated,,171255.0,,,,,,Limited  Liability Company(LLC),72026,Southside Bank,TYLER,TX,Unanswered,Unanswered,,172458.54,01/07/2021
1775627101,04/10/2020,299,PPP,"MCCOLLISTER'S TRANSPORTATION GROUP, INC",8 Terri Lane,Burlington,NJ,08016-4901,07/07/2021,Paid in Full,24,100,6614020.0,6614020.0,0.0,,112477,Republic First Bank d/b/a Republic Bank,"50 S 16th St, Ste 2400",PHILADELPHIA,PA,19102-2526,U,N,N,Existing or more than 2 years old,Burlington,BURLINGTON,NJ,08016-4901,NJ-03,441.0,484121.0,Unanswered,Unknown/NotStated,,6614020.0,,,,,,Corporation,112477,Republic First Bank d/b/a Republic Bank,PHILADELPHIA,PA,Unanswered,Unanswered,,6688858.09,06/08/2021
7591208604,03/24/2021,1013,PPS,APPLIED RESIDENTIAL INC.,1020 108th Ave NE Apt 202,Bellevue,WA,98004-4307,09/28/2021,Paid in Full,60,100,182152.0,182152.0,0.0,,53803,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,Bellevue,KING,WA,98004-4307,WA-09,18.0,531110.0,Unanswered,Not Hispanic or Latino,1.0,182150.0,,,,,,Corporation,53803,"U.S. Bank, National Association",CINCINNATI,OH,Male Owned,Non-Veteran,,182759.17,08/02/2021
1956288308,01/20/2021,988,PPS,BKB QUARTER LLC,15147 N Scottsdale Rd Unit H133,Scottsdale,AZ,85254-2199,02/19/2022,Paid in Full,60,100,304200.0,304200.0,0.0,,90226,MidFirst Bank,501 NW Grand Blvd,OKLAHOMA CITY,OK,73118-6037,U,N,N,Existing or more than 2 years old,Scottsdale,MARICOPA,AZ,85254-2199,AZ-06,51.0,722511.0,Unanswered,Unknown/NotStated,1.0,304197.0,,,,,,Limited  Liability Company(LLC),90226,MidFirst Bank,OKLAHOMA CITY,OK,Unanswered,Unanswered,,307208.2,01/19/2022
6905988603,03/23/2021,299,PPS,BOLTON CONSTRUCTION LLC,79 Beaver Ave,Clinton,NJ,08809-1082,01/21/2022,Paid in Full,60,100,165660.0,165660.0,0.0,,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,R,N,N,Existing or more than 2 years old,Clinton,HUNTERDON,NJ,08809-1082,NJ-07,9.0,236115.0,Unanswered,Unknown/NotStated,,165660.0,,,,,,Partnership,29805,"TD Bank, National Association",WILMINGTON,DE,Unanswered,Unanswered,,166819.62,12/02/2021
1862698410,02/02/2021,515,PPS,HARD ROCK STONE WORKS INC,44038 Phoenix Dr,Sterling Heights,MI,48314-1463,02/11/2022,Paid in Full,60,100,1501445.0,1501445.0,0.0,,44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,Y,Y,Existing or more than 2 years old,Sterling Heights,MACOMB,MI,48314-1463,MI-10,130.0,238340.0,Unanswered,Unknown/NotStated,1.0,1501440.0,,,,,,Corporation,44449,"PNC Bank, National Association",WILMINGTON,DE,Male Owned,Non-Veteran,,1516084.09,01/21/2022
7813237101,04/14/2020,304,PPP,"WINTERGREEN PACIFIC, LLC",11 Grassy Ridge Drive,Nellysford,VA,22958,07/08/2021,Paid in Full,24,100,2490810.0,2490810.0,0.0,,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,R,N,N,Existing or more than 2 years old,Nellysford,NELSON,VA,22958-0001,VA-05,263.0,721110.0,Unanswered,Unknown/NotStated,80810.0,1775000.0,0.0,525000.0,0.0,110000.0,0.0,Limited  Liability Company(LLC),46391,Manufacturers and Traders Trust Company,BUFFALO,NY,Unanswered,Unanswered,,2519198.41,06/11/2021
4053568301,01/22/2021,219,PPS,LINES OF ROCHESTER LLC,333 Metro Park,Rochester,NY,14623-2638,12/09/2021,Paid in Full,60,100,152800.0,152800.0,0.0,,50167,Five Star Bank,55 N Main St,WARSAW,NY,14569-1325,U,Y,N,Existing or more than 2 years old,Rochester,MONROE,NY,14623-2638,NY-25,13.0,446120.0,Unanswered,Unknown/NotStated,1.0,152795.0,,,,,,Limited Liability Partnership,50167,Five Star Bank,WARSAW,NY,Male Owned,Unanswered,,154018.16,11/26/2021
3147997301,04/29/2020,299,PPP,"MEDICAL ALLIANCE OF SOUTHERN NEW JERSEY, PC",1206 W. Sherman Avenue,VINELAND,NJ,08360,03/19/2021,Paid in Full,24,100,192800.0,192800.0,0.0,,45091,Newfield National Bank,18 S West Blvd,NEWFIELD,NJ,08344-9558,U,N,N,Existing or more than 2 years old,VINELAND,CUMBERLAND,NJ,08360-1500,NJ-02,15.0,621111.0,Unanswered,Unknown/NotStated,,192800.0,,,,,,Corporation,45091,Newfield National Bank,NEWFIELD,NJ,Unanswered,Unanswered,,194337.12,02/25/2021
8418267104,04/15/2020,219,PPP,ELIM BIBLE INSTITUTE AND COLLEGE,7245 COLLEGE ST,LIMA,NY,14485-9704,11/05/2021,Paid in Full,24,100,228789.0,228789.0,0.0,,60403,S & T Bank,800 Philadelphia St,INDIANA,PA,15701-3908,R,N,N,Existing or more than 2 years old,LIMA,LIVINGSTON,NY,14485-9704,NY-27,37.0,611210.0,Unanswered,Unknown/NotStated,,228789.0,,,,,,Non-Profit Organization,60403,S & T Bank,INDIANA,PA,Unanswered,Unanswered,Y,232150.93,10/07/2021
7323627108,04/14/2020,988,PPP,TRAC II INC.,5150 N. Kain Avenue,TUCSON,AZ,85705-1205,03/20/2021,Paid in Full,24,100,291326.95,291326.0,0.0,,48270,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,Y,Y,Existing or more than 2 years old,TUCSON,PIMA,AZ,85705-1205,AZ-02,23.0,238910.0,Unanswered,Unknown/NotStated,1999.05,273269.95,,2500.0,,11500.0,2057.0,Corporation,48270,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Unanswered,Non-Veteran,,293744.82,02/17/2021
